Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,Distance
2025-03-11,22:50:28,Tuesday,Trường Trung học Chợ Lớn,Công viên District 5,Đường Pasteur,Rainy,1,26,5.35
2025-03-16,03:11:28,Sunday,Đền Bà Thiên Hậu,Trung tâm Y tế Quận 5,Đường Lê Lợi,Sunny,2,30,2.91
2025-03-24,07:14:28,Monday,Siêu thị Big C District 5,Chợ Bình Đông,Đường Nguyễn Văn Quá,Cloudy,2,25,7.46
2025-03-19,03:57:28,Wednesday,Bưu điện Chợ Lớn,Chợ Bình Tây,Đường Nguyễn Văn Quá,Cloudy,2,22,5.67
2025-03-10,14:38:28,Monday,Trạm xe buýt Quận 5,Chợ Bình Đông,Đường Lý Tự Trọng,Sunny,1,12,6.9
2025-03-10,19:11:28,Monday,Bệnh viện Quận 5,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,1,47,5.67
2025-03-22,18:14:28,Saturday,Công viên District 5,Chợ Bình Đông,Đường 3/2,Sunny,2,11,0.97
2025-03-17,11:47:28,Monday,Đền Vua,Bảo tàng Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,0,19,5.13
2025-03-16,15:21:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,Đường Pasteur,Sunny,1,10,9.82
2025-03-13,01:32:28,Thursday,Trường Trung học Chợ Lớn,Trung tâm Y tế Quận 5,Đường Lê Văn Sỹ,Rainy,0,30,3.27
2025-03-02,09:25:28,Sunday,Sân vận động Quận 5,Công viên District 5,Đường Đồng Khởi,Rainy,0,6,2.52
2025-03-10,19:07:28,Monday,Công viên District 5,Chợ Bình Đông,Đường Nguyễn Văn Linh,Sunny,4,27,5.46
2025-03-17,00:09:28,Monday,Đền Vua,Đền Bà Thiên Hậu,Đường Pasteur,Stormy,1,14,3.1
2025-02-27,02:51:28,Thursday,Trung tâm Thương Mại Chợ Lớn,Trạm xe buýt Quận 5,Đường Cái Vạn,Sunny,1,16,3.57
2025-03-01,07:32:28,Saturday,Trường Trung học Chợ Lớn,Trung tâm Y tế Quận 5,Đường Nguyễn Văn Quá,Cloudy,1,14,4.42
2025-02-27,20:14:28,Thursday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Sunny,2,34,7.37
2025-02-28,18:39:28,Friday,Công viên District 5,Sân vận động Quận 5,Đường Lý Tự Trọng,Cloudy,3,14,7.11
2025-03-17,16:16:28,Monday,Bưu điện Chợ Lớn,Chợ Bình Đông,Đường Nguyễn Văn Quá,Cloudy,0,55,4.92
2025-03-14,14:06:28,Friday,Trung tâm Văn hóa Dân gian,Trường Tiểu học Chợ Lớn,Đường Lê Văn Sỹ,Sunny,1,39,4.54
2025-03-10,23:05:28,Monday,Nhà thờ Chợ Lớn,Siêu thị Big C District 5,Đường Lý Tự Trọng,Sunny,1,17,4.32
2025-03-18,04:41:28,Tuesday,Bưu điện Chợ Lớn,Đền Vua,Đường Lý Tự Trọng,Sunny,2,5,5.87
2025-03-03,14:38:28,Monday,Bảo tàng Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,2,61,4.75
2025-03-22,09:09:28,Saturday,Đền Bà Thiên Hậu,Siêu thị Big C District 5,Đường Trường Chinh,Sunny,0,24,3.61
2025-03-12,23:22:28,Wednesday,Trung tâm Văn hóa Dân gian,Bảo tàng Quận 5,Đường Lê Lợi,Sunny,1,37,6.38
2025-02-25,13:35:28,Tuesday,Trung tâm Văn hóa Dân gian,Đền Vua,Đường Cách Mạng Tháng Tám,Cloudy,0,22,5.52
2025-02-28,07:50:28,Friday,Trung tâm Văn hóa Chợ Lớn,Chợ Bình Đông,Đường Cách Mạng Tháng Tám,Sunny,0,47,6.49
2025-03-10,02:23:28,Monday,Sân vận động Quận 5,Trung tâm Văn hóa Dân gian,Đường Đồng Khởi,Sunny,0,21,5.62
2025-03-08,07:55:28,Saturday,Bệnh viện Quận 5,Đền Bà Thiên Hậu,Đường 3/2,Rainy,0,57,3.31
2025-03-16,00:36:28,Sunday,Nhà thờ Chợ Lớn,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,0,24,4.48
2025-03-15,14:18:28,Saturday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Bạch Đằng,Cloudy,0,27,9.01
2025-03-16,09:37:28,Sunday,Công viên District 5,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Rainy,0,9,1.7
2025-03-22,01:11:28,Saturday,Siêu thị Big C District 5,Trường Tiểu học Chợ Lớn,Đường 3/2,Cloudy,1,10,5.49
2025-03-22,20:23:28,Saturday,Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,1,42,6.38
2025-03-10,22:15:28,Monday,Chợ Bình Tây,Trung tâm Văn hóa Chợ Lớn,Đường Lý Thường Kiệt,Sunny,1,4,3.25
2025-03-03,05:37:28,Monday,Bảo tàng Quận 5,Nhà thờ Chợ Lớn,Đường 3/2,Cloudy,1,42,4.04
2025-03-15,00:24:28,Saturday,Đền Vua,Ngã tư Lê Văn Sỹ,Đường Bạch Đằng,Sunny,1,13,5.99
2025-03-17,00:39:28,Monday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường Nguyễn Văn Linh,Stormy,2,10,3.21
2025-02-28,22:58:28,Friday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường Bạch Đằng,Stormy,1,22,3.77
2025-03-15,15:28:28,Saturday,Trạm xe buýt Quận 5,Bệnh viện Quận 5,Đường Pasteur,Sunny,2,13,5.62
2025-03-12,08:44:28,Wednesday,Trường Tiểu học Chợ Lớn,Cửa hàng Điện máy X,Đường Cái Vạn,Sunny,0,69,4.78
2025-03-13,01:53:28,Thursday,Chợ Bình Tây,Trường Trung học Chợ Lớn,Đường Lý Thường Kiệt,Sunny,2,31,6.17
2025-03-02,04:47:28,Sunday,Bảo tàng Quận 5,Sân vận động Quận 5,Đường Lê Văn Sỹ,Sunny,1,11,4.36
2025-03-12,13:14:28,Wednesday,Trạm xe buýt Quận 5,Trung tâm Văn hóa Dân gian,Đường Đồng Khởi,Stormy,0,60,2.13
2025-03-11,19:20:28,Tuesday,Bưu điện Chợ Lớn,Bệnh viện Quận 5,Đường Lý Tự Trọng,Sunny,2,41,2.52
2025-03-04,13:45:28,Tuesday,Trạm xe buýt Quận 5,Siêu thị Big C District 5,Đường Nguyễn Văn Quá,Cloudy,2,44,0.5
2025-03-13,21:18:28,Thursday,Trường Trung học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Linh,Sunny,0,13,6.03
2025-03-24,18:08:28,Monday,Bưu điện Chợ Lớn,Chợ Bình Đông,Đường Trường Chinh,Rainy,0,17,7.11
2025-02-28,14:26:28,Friday,Chợ Bình Tây,Siêu thị Big C District 5,Đường Lý Thường Kiệt,Sunny,0,13,5.08
2025-03-19,02:44:28,Wednesday,Siêu thị Big C District 5,Trạm xe buýt Quận 5,Đường 3/2,Cloudy,3,16,4.84
2025-03-19,10:20:28,Wednesday,Cửa hàng Điện máy X,Đền Bà Thiên Hậu,Đường Nguyễn Văn Linh,Sunny,1,15,6.72
2025-03-15,15:59:28,Saturday,Trường Tiểu học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Trường Chinh,Sunny,0,51,6.55
2025-03-13,20:46:28,Thursday,Bưu điện Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Tô Hiệu,Sunny,1,13,9.41
2025-03-02,04:27:28,Sunday,Công viên District 5,Sân vận động Quận 5,Đường Lê Văn Sỹ,Rainy,0,11,4.56
2025-03-25,20:53:28,Tuesday,Trung tâm Y tế Quận 5,Chợ Bình Tây,Đường Trần Hưng Đạo,Cloudy,0,51,5.37
2025-03-19,14:55:28,Wednesday,Trường Trung học Chợ Lớn,Đền Vua,Đường Lý Thường Kiệt,Cloudy,1,19,5.49
2025-03-10,12:17:28,Monday,Trung tâm Văn hóa Dân gian,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Rainy,1,44,7.63
2025-03-15,09:20:28,Saturday,Đền Bà Thiên Hậu,Chợ Bình Tây,Đường Cái Vạn,Sunny,1,26,5.32
2025-03-13,13:29:28,Thursday,Ngã tư Lê Văn Sỹ,Siêu thị Big C District 5,Đường Trần Hưng Đạo,Sunny,1,53,5.49
2025-03-22,13:30:28,Saturday,Trung tâm Văn hóa Dân gian,Trung tâm Thương Mại Chợ Lớn,Đường Đồng Khởi,Stormy,0,56,8.02
2025-03-05,06:58:28,Wednesday,Siêu thị Big C District 5,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Sunny,1,45,2.92
2025-03-22,19:42:28,Saturday,Trung tâm Văn hóa Dân gian,Trung tâm Văn hóa Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,0,73,8.05
2025-03-04,10:16:28,Tuesday,Trung tâm Y tế Quận 5,Nhà thờ Chợ Lớn,Đường Đồng Khởi,Sunny,1,16,7.88
2025-03-07,00:48:28,Friday,Bưu điện Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Đồng Khởi,Sunny,1,21,3.94
2025-03-22,18:41:28,Saturday,Trung tâm Y tế Quận 5,Đền Vua,Đường Tô Hiệu,Cloudy,0,18,4.4
2025-03-11,04:41:28,Tuesday,Trường Tiểu học Chợ Lớn,Chợ Bình Đông,Đường 3/2,Sunny,0,17,3.06
2025-02-25,01:08:28,Tuesday,Cửa hàng Điện máy X,Trung tâm Văn hóa Chợ Lớn,Đường Cái Vạn,Cloudy,1,68,5.0
2025-03-21,06:22:28,Friday,Chợ Bình Đông,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Sunny,0,39,2.18
2025-03-02,11:07:28,Sunday,Sân vận động Quận 5,Công viên District 5,Đường Nguyễn Văn Quá,Sunny,0,36,6.24
2025-03-06,14:44:28,Thursday,Trường Trung học Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Đồng Khởi,Rainy,1,17,6.6
2025-03-13,17:31:28,Thursday,Đền Vua,Đền Bà Thiên Hậu,Đường Cách Mạng Tháng Tám,Sunny,1,31,7.11
2025-03-03,01:34:28,Monday,Chợ Bình Tây,Cửa hàng Điện máy X,Đường Tô Hiệu,Sunny,2,28,2.9
2025-03-17,10:01:28,Monday,Siêu thị Big C District 5,Bưu điện Chợ Lớn,Đường 3/2,Sunny,0,15,4.07
2025-03-08,10:42:28,Saturday,Bệnh viện Quận 5,Chợ Bình Đông,Đường 3/2,Sunny,0,8,5.31
2025-03-12,23:16:28,Wednesday,Trường Tiểu học Chợ Lớn,Trung tâm Y tế Quận 5,Đường 3/2,Sunny,0,17,5.55
2025-02-25,12:30:28,Tuesday,Trung tâm Văn hóa Dân gian,Chợ Bình Đông,Đường Lý Tự Trọng,Stormy,2,3,5.72
2025-02-27,23:53:28,Thursday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Lê Văn Sỹ,Rainy,1,36,6.75
2025-03-25,08:32:28,Tuesday,Sân vận động Quận 5,Bệnh viện Quận 5,Đường Nguyễn Văn Quá,Sunny,2,30,9.07
2025-03-04,15:41:28,Tuesday,Cửa hàng Điện máy X,Siêu thị Big C District 5,Đường Tô Hiệu,Sunny,1,38,3.0
2025-03-12,02:58:28,Wednesday,Công viên District 5,Bảo tàng Quận 5,Đường Pasteur,Cloudy,2,16,5.74
2025-02-24,18:00:28,Monday,Bệnh viện Quận 5,Ngã tư Lê Văn Sỹ,Đường Bạch Đằng,Sunny,0,12,5.86
2025-03-02,01:20:28,Sunday,Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,Đường Cái Vạn,Cloudy,3,19,7.52
2025-03-20,02:19:28,Thursday,Ngã tư Lê Văn Sỹ,Trung tâm Văn hóa Chợ Lớn,Đường Lê Lợi,Rainy,3,27,9.52
2025-03-01,17:54:28,Saturday,Trường Tiểu học Chợ Lớn,Chợ Bình Tây,Đường Trần Hưng Đạo,Sunny,3,15,4.71
2025-02-28,07:40:28,Friday,Trung tâm Văn hóa Chợ Lớn,Đền Vua,Đường Cách Mạng Tháng Tám,Sunny,0,14,5.64
2025-02-28,16:59:28,Friday,Công viên District 5,Trạm xe buýt Quận 5,Đường Nguyễn Văn Linh,Sunny,1,10,0.88
2025-03-19,02:04:28,Wednesday,Trung tâm Văn hóa Dân gian,Ngã tư Lê Văn Sỹ,Đường Lê Văn Sỹ,Rainy,1,24,3.27
2025-03-07,21:42:28,Friday,Bệnh viện Quận 5,Trường Tiểu học Chợ Lớn,Đường Nguyễn Văn Linh,Rainy,3,27,7.59
2025-03-09,07:33:28,Sunday,Trung tâm Y tế Quận 5,Bưu điện Chợ Lớn,Đường Pasteur,Cloudy,5,26,5.05
2025-03-23,06:19:28,Sunday,Trường Trung học Chợ Lớn,Bệnh viện Quận 5,Đường Trường Chinh,Sunny,3,43,5.64
2025-03-18,17:22:28,Tuesday,Trung tâm Văn hóa Dân gian,Sân vận động Quận 5,Đường Lê Văn Sỹ,Cloudy,0,41,6.49
2025-03-08,21:16:28,Saturday,Nhà thờ Chợ Lớn,Siêu thị Big C District 5,Đường 3/2,Cloudy,1,16,3.54
2025-03-16,01:27:28,Sunday,Trường Tiểu học Chợ Lớn,Cửa hàng Điện máy X,Đường Trần Hưng Đạo,Sunny,0,36,1.81
2025-03-25,07:36:28,Tuesday,Chợ Bình Đông,Sân vận động Quận 5,Đường Nguyễn Văn Quá,Rainy,0,41,6.09
2025-03-19,19:04:28,Wednesday,Đền Vua,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Sunny,2,11,7.24
2025-03-25,21:09:28,Tuesday,Ngã tư Lê Văn Sỹ,Công viên District 5,Đường Lê Văn Sỹ,Sunny,0,40,4.78
2025-03-04,17:02:28,Tuesday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Trường Chinh,Sunny,0,71,5.64
2025-03-07,16:29:28,Friday,Chợ Bình Đông,Trường Tiểu học Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,4,57,8.45
2025-03-03,02:57:28,Monday,Nhà thờ Chợ Lớn,Bưu điện Chợ Lớn,Đường Cái Vạn,Sunny,1,31,4.02
2025-02-25,00:26:28,Tuesday,Nhà thờ Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Lý Tự Trọng,Cloudy,0,29,3.27
2025-03-11,03:45:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Trạm xe buýt Quận 5,Đường 3/2,Sunny,0,41,4.55
2025-03-23,21:51:28,Sunday,Trường Tiểu học Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Lê Lợi,Sunny,3,33,6.71
2025-03-09,04:14:28,Sunday,Siêu thị Big C District 5,Chợ Bình Đông,Đường Pasteur,Rainy,0,36,7.06
2025-03-15,17:11:28,Saturday,Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,Đường Tô Hiệu,Sunny,4,68,8.92
2025-03-05,11:50:28,Wednesday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Lý Tự Trọng,Sunny,0,7,3.17
2025-03-09,00:16:28,Sunday,Trung tâm Văn hóa Dân gian,Bưu điện Chợ Lớn,Đường 3/2,Sunny,0,19,5.91
2025-03-23,21:27:28,Sunday,Nhà thờ Chợ Lớn,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Sunny,1,20,4.9
2025-02-25,11:45:28,Tuesday,Trường Trung học Chợ Lớn,Chợ Bình Tây,Đường Nguyễn Văn Linh,Cloudy,2,47,2.07
2025-03-22,17:24:28,Saturday,Chợ Bình Tây,Sân vận động Quận 5,Đường Cách Mạng Tháng Tám,Sunny,1,30,1.21
2025-03-14,20:30:28,Friday,Đền Bà Thiên Hậu,Trạm xe buýt Quận 5,Đường Lý Thường Kiệt,Cloudy,2,13,0.61
2025-03-11,21:03:28,Tuesday,Chợ Bình Tây,Chợ Bình Đông,Đường Lý Tự Trọng,Sunny,1,9,4.51
2025-03-15,09:54:28,Saturday,Trường Trung học Chợ Lớn,Đền Vua,Đường Trần Hưng Đạo,Cloudy,3,34,8.88
2025-03-14,17:48:28,Friday,Chợ Bình Đông,Trạm xe buýt Quận 5,Đường Trường Chinh,Sunny,1,11,7.59
2025-03-24,09:21:28,Monday,Đền Bà Thiên Hậu,Trung tâm Y tế Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,1,29,4.68
2025-03-17,05:03:28,Monday,Bảo tàng Quận 5,Bưu điện Chợ Lớn,Đường Tô Hiệu,Sunny,0,18,8.81
2025-03-24,15:31:28,Monday,Bưu điện Chợ Lớn,Chợ Bình Tây,Đường Lê Lợi,Sunny,0,21,6.33
2025-02-24,23:53:28,Monday,Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,Đường Trần Hưng Đạo,Rainy,2,35,2.82
2025-03-16,08:24:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Bệnh viện Quận 5,Đường 3/2,Sunny,1,12,6.98
2025-03-13,07:26:28,Thursday,Trạm xe buýt Quận 5,Chợ Bình Tây,Đường Lý Thường Kiệt,Cloudy,1,74,2.14
2025-02-26,21:52:28,Wednesday,Đền Vua,Đền Bà Thiên Hậu,Đường 3/2,Sunny,2,23,7.74
2025-03-10,08:53:28,Monday,Chợ Bình Đông,Đền Vua,Đường Trần Hưng Đạo,Cloudy,0,34,6.83
2025-03-13,19:06:28,Thursday,Đền Vua,Bệnh viện Quận 5,Đường Lý Thường Kiệt,Sunny,3,22,3.36
2025-03-17,11:44:28,Monday,Bưu điện Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Trần Hưng Đạo,Rainy,0,21,2.47
2025-03-23,02:33:28,Sunday,Trung tâm Văn hóa Dân gian,Sân vận động Quận 5,Đường Nguyễn Văn Linh,Sunny,1,39,8.11
2025-03-20,12:48:28,Thursday,Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,Đường Lý Tự Trọng,Cloudy,0,7,4.13
2025-03-09,06:57:28,Sunday,Nhà thờ Chợ Lớn,Bảo tàng Quận 5,Đường Lê Lợi,Sunny,0,9,6.79
2025-03-10,00:06:28,Monday,Chợ Bình Đông,Công viên District 5,Đường Đồng Khởi,Rainy,0,16,6.54
2025-03-07,13:16:28,Friday,Trường Tiểu học Chợ Lớn,Chợ Bình Đông,Đường 3/2,Stormy,1,8,3.46
2025-02-27,06:21:28,Thursday,Trường Tiểu học Chợ Lớn,Chợ Bình Tây,Đường Nguyễn Văn Linh,Sunny,0,47,2.74
2025-03-14,01:07:28,Friday,Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,Đường 3/2,Sunny,0,29,3.31
2025-03-23,09:32:28,Sunday,Ngã tư Lê Văn Sỹ,Nhà thờ Chợ Lớn,Đường Trường Chinh,Rainy,2,43,7.08
2025-03-17,04:26:28,Monday,Trung tâm Văn hóa Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường 3/2,Rainy,1,11,4.55
2025-03-06,11:30:28,Thursday,Công viên District 5,Trung tâm Y tế Quận 5,Đường Lý Tự Trọng,Rainy,0,13,7.36
2025-03-19,21:22:28,Wednesday,Trường Tiểu học Chợ Lớn,Trung tâm Y tế Quận 5,Đường Lê Lợi,Sunny,0,23,4.23
2025-03-15,18:39:28,Saturday,Bệnh viện Quận 5,Trường Trung học Chợ Lớn,Đường Tô Hiệu,Cloudy,0,33,2.53
2025-03-01,04:00:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường Lý Thường Kiệt,Sunny,0,3,3.95
2025-03-01,12:54:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Chợ Bình Tây,Đường Lý Thường Kiệt,Sunny,1,43,9.71
2025-03-08,15:54:28,Saturday,Chợ Bình Tây,Bảo tàng Quận 5,Đường Nguyễn Văn Linh,Cloudy,0,26,7.38
2025-03-12,12:57:28,Wednesday,Đền Vua,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Cloudy,2,53,7.36
2025-03-12,15:39:28,Wednesday,Trung tâm Văn hóa Dân gian,Trường Tiểu học Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,0,5,6.83
2025-03-16,03:08:28,Sunday,Ngã tư Lê Văn Sỹ,Nhà thờ Chợ Lớn,Đường Cái Vạn,Sunny,0,39,8.72
2025-03-13,08:25:28,Thursday,Bưu điện Chợ Lớn,Đền Bà Thiên Hậu,Đường Nguyễn Văn Linh,Sunny,0,39,8.64
2025-03-15,18:06:28,Saturday,Trường Tiểu học Chợ Lớn,Trường Trung học Chợ Lớn,Đường Lê Lợi,Sunny,0,8,3.74
2025-03-23,13:23:28,Sunday,Đền Vua,Ngã tư Lê Văn Sỹ,Đường Pasteur,Sunny,0,31,6.19
2025-03-16,06:06:28,Sunday,Bưu điện Chợ Lớn,Đền Bà Thiên Hậu,Đường Nguyễn Văn Linh,Sunny,1,63,5.53
2025-03-01,13:51:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Bưu điện Chợ Lớn,Đường Cái Vạn,Rainy,0,23,7.54
2025-03-22,16:50:28,Saturday,Đền Vua,Trung tâm Thương Mại Chợ Lớn,Đường 3/2,Cloudy,0,34,6.12
2025-03-09,01:24:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Siêu thị Big C District 5,Đường Bạch Đằng,Cloudy,1,19,6.83
2025-03-14,08:36:28,Friday,Trung tâm Y tế Quận 5,Bưu điện Chợ Lớn,Đường Lê Lợi,Cloudy,0,53,5.32
2025-03-08,17:33:28,Saturday,Bảo tàng Quận 5,Trường Tiểu học Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,0,39,6.18
2025-03-12,08:14:28,Wednesday,Trường Trung học Chợ Lớn,Siêu thị Big C District 5,Đường Cách Mạng Tháng Tám,Cloudy,0,15,6.47
2025-02-28,19:28:28,Friday,Bệnh viện Quận 5,Ngã tư Lê Văn Sỹ,Đường Lý Thường Kiệt,Cloudy,1,25,3.32
2025-03-18,05:16:28,Tuesday,Trường Trung học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,0,45,7.69
2025-02-27,16:23:28,Thursday,Bệnh viện Quận 5,Nhà thờ Chợ Lớn,Đường Lý Thường Kiệt,Sunny,0,23,5.42
2025-02-25,02:26:28,Tuesday,Bảo tàng Quận 5,Trung tâm Văn hóa Dân gian,Đường Trần Hưng Đạo,Sunny,0,11,5.93
2025-03-08,12:42:28,Saturday,Chợ Bình Đông,Bệnh viện Quận 5,Đường Nguyễn Văn Linh,Cloudy,1,8,4.49
2025-02-24,23:09:28,Monday,Siêu thị Big C District 5,Công viên District 5,Đường Lý Tự Trọng,Cloudy,1,31,6.39
2025-03-18,17:53:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Bảo tàng Quận 5,Đường 3/2,Sunny,1,15,3.84
2025-02-25,07:31:28,Tuesday,Cửa hàng Điện máy X,Trường Trung học Chợ Lớn,Đường Tô Hiệu,Sunny,2,26,7.47
2025-03-19,10:06:28,Wednesday,Bệnh viện Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Trường Chinh,Sunny,1,56,5.99
2025-03-10,09:14:28,Monday,Nhà thờ Chợ Lớn,Sân vận động Quận 5,Đường Lý Tự Trọng,Cloudy,3,19,6.68
2025-03-21,08:35:28,Friday,Đền Vua,Bảo tàng Quận 5,Đường Cách Mạng Tháng Tám,Sunny,2,36,5.42
2025-02-25,03:20:28,Tuesday,Công viên District 5,Trường Trung học Chợ Lớn,Đường Bạch Đằng,Sunny,5,14,4.85
2025-03-20,02:08:28,Thursday,Siêu thị Big C District 5,Bảo tàng Quận 5,Đường 3/2,Sunny,3,49,5.54
2025-03-20,03:45:28,Thursday,Chợ Bình Tây,Trung tâm Văn hóa Chợ Lớn,Đường Lê Văn Sỹ,Rainy,3,9,10.34
2025-03-02,23:14:28,Sunday,Công viên District 5,Bảo tàng Quận 5,Đường Cái Vạn,Sunny,3,14,7.39
2025-03-16,02:59:28,Sunday,Công viên District 5,Trường Tiểu học Chợ Lớn,Đường Bạch Đằng,Sunny,1,25,7.14
2025-03-13,17:10:28,Thursday,Bưu điện Chợ Lớn,Đền Vua,Đường Lý Thường Kiệt,Cloudy,2,35,6.93
2025-03-21,07:43:28,Friday,Sân vận động Quận 5,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Quá,Sunny,4,0,8.11
2025-03-12,09:33:28,Wednesday,Nhà thờ Chợ Lớn,Trung tâm Y tế Quận 5,Đường Pasteur,Sunny,2,38,4.24
2025-03-09,02:16:28,Sunday,Trường Trung học Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Cái Vạn,Cloudy,1,45,7.43
2025-03-12,03:28:28,Wednesday,Siêu thị Big C District 5,Bưu điện Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,1,15,4.1
2025-03-22,07:28:28,Saturday,Công viên District 5,Trường Trung học Chợ Lớn,Đường 3/2,Stormy,1,37,3.66
2025-03-19,05:29:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường Nguyễn Văn Linh,Sunny,1,40,5.14
2025-03-09,17:03:28,Sunday,Siêu thị Big C District 5,Trạm xe buýt Quận 5,Đường Nguyễn Văn Linh,Sunny,1,37,4.96
2025-03-18,16:16:28,Tuesday,Trường Trung học Chợ Lớn,Chợ Bình Đông,Đường Trường Chinh,Sunny,2,30,4.12
2025-03-17,04:16:28,Monday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường Cách Mạng Tháng Tám,Rainy,2,24,3.88
2025-03-02,03:21:28,Sunday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Cách Mạng Tháng Tám,Sunny,1,12,0.86
2025-03-12,13:17:28,Wednesday,Chợ Bình Tây,Đền Bà Thiên Hậu,Đường Cách Mạng Tháng Tám,Sunny,3,16,3.67
2025-03-09,09:56:28,Sunday,Ngã tư Lê Văn Sỹ,Trạm xe buýt Quận 5,Đường Nguyễn Văn Quá,Stormy,0,10,4.22
2025-03-08,20:10:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,0,22,4.18
2025-02-28,04:41:28,Friday,Trường Trung học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Sunny,3,23,1.77
2025-03-12,15:53:28,Wednesday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Y tế Quận 5,Đường Lê Văn Sỹ,Sunny,1,35,4.43
2025-02-28,23:43:28,Friday,Đền Vua,Trường Trung học Chợ Lớn,Đường Pasteur,Sunny,3,16,5.34
2025-03-22,04:28:28,Saturday,Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,Đường Trường Chinh,Cloudy,1,50,6.69
